"Date","Open","High","Low","Close","Adj Close","Volume"
2014-10-28,3.81227,3.89658,3.79468,3.84607,3.84607,2222000
2014-10-29,3.85288,3.85333,3.7204,3.72695,3.72695,2551500
2014-10-30,3.7345,3.81917,3.71953,3.78586,3.78586,2667440
2014-10-31,3.78465,3.80454,3.74532,3.754,3.754,2303900
2014-11-01,3.75666,3.75715,3.5591,3.57059,3.57059,2476220
2014-11-02,3.57688,3.62291,3.5545,3.5851,3.5851,2031400
2014-11-03,3.58591,3.66175,3.55639,3.57806,3.57806,2034500
2014-11-04,3.58042,3.61953,3.54765,3.59176,3.59176,2336120
2014-11-05,3.59031,3.67109,3.59031,3.64485,3.64485,2855540
2014-11-06,3.64214,3.66741,3.61875,3.64956,3.64956,2461750
2014-11-07,3.64967,3.66196,3.55499,3.55737,3.55737,2417010
2014-11-08,3.55665,3.57875,3.53233,3.55626,3.55626,1508220
2014-11-09,3.55484,3.6373,3.54694,3.63146,3.63146,1873830
2014-11-10,3.63216,3.73109,3.59356,3.69563,3.69563,3545550
2014-11-11,3.69851,3.7378,3.67436,3.67589,3.67589,2783960
2014-11-12,3.67973,4.14151,3.67973,4.06861,4.06861,8733140
2014-11-13,4.13299,4.35022,4.01938,4.09766,4.09766,13963000
2014-11-14,4.0855,4.0912,3.86164,3.98937,3.98937,7587850
2014-11-15,3.99226,4.03766,3.80975,3.85433,3.85433,3891770
2014-11-16,3.84119,3.90095,3.82599,3.88363,3.88363,2991050
2014-11-17,3.88056,3.99699,3.83048,3.87744,3.87744,3967100
2014-11-18,3.87515,3.90604,3.75187,3.77016,3.77016,4024840
2014-11-19,3.77996,3.84393,3.77248,3.80746,3.80746,2858300
2014-11-20,3.80696,3.8175,3.58542,3.61155,3.61155,3682840
2014-11-21,3.6143,3.6143,3.48041,3.49693,3.49693,3851320
2014-11-22,3.50114,3.62063,3.48922,3.52329,3.52329,2446510
2014-11-23,3.52278,3.61197,3.51573,3.59436,3.59436,1686970
2014-11-24,3.59464,3.68908,3.56959,3.62855,3.62855,3281530
2014-11-25,3.62498,3.6967,3.54505,3.5675,3.5675,3468870
2014-11-26,3.56891,3.58715,3.53578,3.56046,3.56046,2497390
2014-11-27,3.56507,3.58025,3.55278,3.55988,3.55988,1764690
2014-11-28,3.56079,3.64277,3.50091,3.60386,3.60386,2007140
2014-11-29,3.60471,3.63612,3.57032,3.58628,3.58628,2264640
2014-11-30,3.58596,3.61412,3.56247,3.57609,3.57609,1206290
2014-12-01,3.57559,3.60692,3.56664,3.57714,3.57714,1275120
2014-12-02,3.57799,3.66159,3.57779,3.6311,3.6311,2051950
2014-12-03,3.628,3.65285,3.58207,3.61202,3.61202,1715450
2014-12-04,3.6117,3.6368,3.58622,3.59263,3.59263,2291670
2014-12-05,3.59409,3.62251,3.57577,3.61823,3.61823,2350920
2014-12-06,3.61596,3.62823,3.60367,3.61452,3.61452,1690520
2014-12-07,3.6156,3.74953,3.60851,3.71116,3.71116,1759240
2014-12-08,3.70837,3.76522,3.6532,3.6532,3.6532,2295450
2014-12-09,3.65502,3.66892,3.48255,3.52117,3.52117,3606940
2014-12-10,3.52384,3.54068,3.48157,3.49986,3.49986,1982380
2014-12-11,3.49393,3.55981,3.43963,3.48108,3.48108,2667680
2014-12-12,3.4789,3.49242,3.4789,3.48671,3.48671,2060970
2014-12-13,3.48657,3.48976,3.45956,3.47607,3.47607,2121910
2014-12-14,3.4752,3.49874,3.46766,3.48048,3.48048,1547550
2014-12-15,3.48111,3.4816,3.44886,3.45078,3.45078,2292030
2014-12-16,3.45184,3.46057,2.98927,3.01526,3.01526,5220210
2014-12-17,3.01056,3.06883,2.89999,2.94023,2.94023,3969240
2014-12-18,2.94443,2.99596,2.70197,2.80557,2.80557,4301260
2014-12-19,2.80528,2.87384,2.72724,2.86911,2.86911,2780240
2014-12-20,2.8671,2.94369,2.8671,2.92358,2.92358,2591650
2014-12-21,2.91463,2.92037,2.84158,2.85039,2.85039,2187630
2014-12-22,2.86025,2.90668,2.83579,2.88579,2.88579,2477440
2014-12-23,2.88732,2.90527,2.86212,2.88196,2.88196,1901360
2014-12-24,2.8777,2.88083,2.72956,2.73834,2.73834,2076240
2014-12-25,2.73595,2.75274,2.67091,2.69945,2.69945,1640910
2014-12-26,2.7007,2.81018,2.68167,2.78169,2.78169,2088360
2014-12-27,2.77958,2.79537,2.70296,2.71695,2.71695,2180800
2014-12-28,2.719,2.76183,2.67281,2.73304,2.73304,1701950
2014-12-29,2.7338,2.74722,2.68709,2.69482,2.69482,1471530
2014-12-30,2.69617,2.72399,2.66743,2.70401,2.70401,1536350
2014-12-31,2.70384,2.72983,2.6923,2.71893,2.71893,1577550
2015-01-01,2.72421,2.72421,2.68977,2.69905,2.69905,770693
2015-01-02,2.69743,2.69924,2.66385,2.66736,2.66736,855392
2015-01-03,2.66646,2.66646,2.13316,2.13316,2.13316,5193080
2015-01-04,2.11022,2.15446,1.91241,1.95668,1.95668,3888140
2015-01-05,1.95803,2.16048,1.95803,2.08218,2.08218,10649500
2015-01-06,2.08434,2.11824,2.04454,2.11212,2.11212,3242950
2015-01-07,2.1181,2.14987,2.08114,2.11818,2.11818,3388950
2015-01-08,2.11561,2.1235,2.00185,2.00807,2.00807,2924520
2015-01-09,2.01002,2.01129,1.95863,1.98336,1.98336,1951160
2015-01-10,1.96999,1.98034,1.62186,1.65332,1.65332,2911190
2015-01-11,1.6536,1.87821,1.64399,1.72456,1.72456,2581500
2015-01-12,1.71768,1.7942,1.69676,1.71423,1.71423,1738370
2015-01-13,1.7102,1.71914,1.53346,1.54112,1.54112,4039950
2015-01-14,1.54961,1.58267,1.11374,1.15701,1.15701,4721280
2015-01-15,1.15324,1.37658,1.15254,1.28277,1.28277,3487080
2015-01-16,1.27719,1.47278,1.27169,1.40227,1.40227,2669280
2015-01-17,1.3978,1.40362,1.25219,1.29341,1.29341,1514960
2015-01-18,1.29603,1.37228,1.23336,1.33333,1.33333,1694820
2015-01-19,1.32857,1.3593,1.30638,1.34178,1.34178,728641
2015-01-20,1.34099,1.34481,1.29964,1.32355,1.32355,1069660
2015-01-21,1.3239,1.37417,1.31821,1.37331,1.37331,1191370
2015-01-22,1.37427,1.45388,1.37427,1.41875,1.41875,1660700
2015-01-23,1.41231,1.43016,1.38068,1.42595,1.42595,1267530
2015-01-24,1.43068,1.88701,1.41913,1.8438,1.8438,4858920
2015-01-25,1.84205,2.37495,1.8395,2.2483,2.2483,9178540
2015-01-26,2.24549,2.38536,2.0607,2.08105,2.08105,8803090
2015-01-27,2.07418,2.13702,1.86954,2.08608,2.08608,4502690
2015-01-28,2.09127,2.13484,1.80943,1.87202,1.87202,3295480
2015-01-29,1.87663,1.94891,1.83267,1.91567,1.91567,2191570
2015-01-30,1.91446,1.98438,1.89064,1.89763,1.89763,1805110
2015-01-31,1.89613,1.93992,1.87051,1.8735,1.8735,1205140
2015-02-01,1.87878,1.88098,1.67915,1.80352,1.80352,2661610
2015-02-02,1.81281,1.88245,1.74792,1.87618,1.87618,1955370
2015-02-03,1.87418,1.9376,1.80809,1.82176,1.82176,2425490
2015-02-04,1.82085,1.83888,1.75758,1.79235,1.79235,3683490
2015-02-05,1.79474,1.81016,1.7302,1.74123,1.74123,4490700
2015-02-06,1.74033,1.82746,1.74019,1.75941,1.75941,2332680
2015-02-07,1.75956,1.79174,1.74269,1.78172,1.78172,1272440
2015-02-08,1.78679,1.81365,1.75809,1.78359,1.78359,793432
2015-02-09,1.78527,1.78551,1.71526,1.73147,1.73147,1412300
2015-02-10,1.73325,1.78615,1.68729,1.76318,1.76318,1943220
2015-02-11,1.76081,1.78855,1.71517,1.72744,1.72744,1202390
2015-02-12,1.73081,1.76514,1.71675,1.75756,1.75756,1073660
2015-02-13,1.75509,1.85321,1.74563,1.82168,1.82168,2417560
2015-02-14,1.82293,1.96317,1.82138,1.93769,1.93769,2967890
2015-02-15,1.94003,2.02953,1.79408,1.842,1.842,3678900
2015-02-16,1.84448,1.84862,1.79563,1.79628,1.79628,1766700
2015-02-17,1.79412,1.87891,1.7926,1.85312,1.85312,1824820
2015-02-18,1.85666,1.86326,1.804,1.82816,1.82816,1504230
2015-02-19,1.82521,1.85061,1.81634,1.84676,1.84676,1117190
2015-02-20,1.84202,1.86406,1.83222,1.84795,1.84795,1430460
2015-02-21,1.84896,1.86566,1.83509,1.84891,1.84891,934224
2015-02-22,1.84988,1.86636,1.78515,1.7962,1.7962,1413400
2015-02-23,1.80305,1.82299,1.78092,1.82041,1.82041,1207240
2015-02-24,1.81356,1.83569,1.80436,1.82932,1.82932,941910
2015-02-25,1.83,1.83169,1.79148,1.80234,1.80234,768342
2015-02-26,1.8081,1.81254,1.7932,1.81013,1.81013,917184
2015-02-27,1.80117,1.87539,1.79712,1.85142,1.85142,2360850
2015-02-28,1.84918,1.84921,1.81946,1.84073,1.84073,1026120
2015-03-01,1.84576,1.91168,1.80783,1.89157,1.89157,1697220
2015-03-02,1.89242,1.94944,1.86357,1.9361,1.9361,2442300
2015-03-03,1.9422,1.9722,1.90707,1.95592,1.95592,2818220
2015-03-04,1.95605,1.97365,1.92102,1.9305,1.9305,2444050
2015-03-05,1.92448,1.93973,1.86444,1.91641,1.91641,2042170
2015-03-06,1.92033,1.92923,1.87819,1.89782,1.89782,1718100
2015-03-07,1.89359,1.91934,1.88218,1.9105,1.9105,1176540
2015-03-08,1.91353,1.92286,1.87753,1.89186,1.89186,1281400
2015-03-09,1.8925,1.94574,1.88913,1.94428,1.94428,2713960
2015-03-10,1.944,2.08345,1.93693,2.00906,2.00906,4023500
2015-03-11,2.00824,2.03622,1.98634,2.02628,2.02628,1945020
2015-03-12,2.02358,2.07173,1.99819,2.04279,2.04279,2153170
2015-03-13,2.04211,2.04802,2.00796,2.00796,2.00796,1702690
2015-03-14,2.00409,2.01398,1.99315,1.99605,1.99605,1524990
2015-03-15,1.99462,2.03402,1.99045,2.01883,2.01883,1035700
2015-03-16,2.02176,2.06163,2.01734,2.03308,2.03308,1307010
2015-03-17,2.03447,2.0537,1.97721,1.98215,1.98215,1493110
2015-03-18,1.98265,1.98776,1.72864,1.74254,1.74254,2976040
2015-03-19,1.74365,1.79015,1.65362,1.75909,1.75909,2925790
2015-03-20,1.76328,1.79233,1.75146,1.76721,1.76721,1015870
2015-03-21,1.76692,1.76782,1.72552,1.74669,1.74669,1025410
2015-03-22,1.74583,1.79772,1.74001,1.79772,1.79772,1072060
2015-03-23,1.79968,1.79968,1.75191,1.77816,1.77816,1257730
2015-03-24,1.77551,1.77783,1.65159,1.65159,1.65159,2014330
2015-03-25,1.6546,1.78647,1.61117,1.67314,1.67314,2189060
2015-03-26,1.67272,1.73088,1.6468,1.69549,1.69549,1655180
2015-03-27,1.6912,1.69846,1.66663,1.68674,1.68674,1109440
2015-03-28,1.68267,1.71639,1.67734,1.70366,1.70366,843595
2015-03-29,1.70459,1.70619,1.64351,1.65568,1.65568,1242080
2015-03-30,1.65646,1.68405,1.64363,1.66958,1.66958,1297260
2015-03-31,1.66961,1.67999,1.64223,1.6526,1.6526,1124990
2015-04-01,1.65103,1.67728,1.63036,1.66463,1.66463,1245880
2015-04-02,1.66689,1.69287,1.65958,1.67781,1.67781,1254970
2015-04-03,1.67682,1.70446,1.67502,1.69851,1.69851,1053650
2015-04-04,1.69983,1.70437,1.67366,1.68785,1.68785,794158
2015-04-05,1.68251,1.71155,1.67513,1.70082,1.70082,1012920
2015-04-06,1.70164,1.71585,1.67454,1.68687,1.68687,1077700
2015-04-07,1.68598,1.68724,1.66637,1.66842,1.66842,898271
2015-04-08,1.66827,1.67662,1.61802,1.6275,1.6275,1479550
2015-04-09,1.61959,1.6313,1.55001,1.58594,1.58594,1354130
2015-04-10,1.58526,1.59109,1.51592,1.52704,1.52704,1448110
2015-04-11,1.52283,1.53768,1.439,1.45911,1.45911,1329260
2015-04-12,1.45879,1.48723,1.45469,1.46247,1.46247,724290
2015-04-13,1.47176,1.48304,1.36732,1.3769,1.3769,1316410
2015-04-14,1.37585,1.39102,1.33622,1.37848,1.37848,1669170
2015-04-15,1.37596,1.42054,1.34508,1.383,1.383,1230190
2015-04-16,1.38324,1.43193,1.37302,1.42145,1.42145,1098160
2015-04-17,1.42154,1.44178,1.39607,1.40913,1.40913,1127080
2015-04-18,1.40984,1.42272,1.38813,1.40993,1.40993,733823
2015-04-19,1.40987,1.42595,1.37942,1.38917,1.38917,984396
2015-04-20,1.38429,1.41502,1.37896,1.40896,1.40896,959972
2015-04-21,1.4081,1.43396,1.39687,1.42388,1.42388,1055230
2015-04-22,1.4322,1.47248,1.42139,1.45419,1.45419,1130670
2015-04-23,1.45531,1.46304,1.44215,1.46175,1.46175,727959
2015-04-24,1.45821,1.46217,1.41695,1.41928,1.41928,1008680
2015-04-25,1.42041,1.43009,1.3967,1.40291,1.40291,868387
2015-04-26,1.3995,1.40261,1.30402,1.32117,1.32117,1292150
2015-04-27,1.32185,1.39635,1.32185,1.38348,1.38348,1465060
2015-04-28,1.38264,1.38634,1.35215,1.36402,1.36402,1014190
2015-04-29,1.36257,1.36815,1.34949,1.36132,1.36132,1372440
2015-04-30,1.36098,1.45457,1.35812,1.43984,1.43984,2039930
2015-05-01,1.44285,1.44847,1.4065,1.40659,1.40659,1169670
2015-05-02,1.40725,1.426,1.40189,1.42153,1.42153,807758
2015-05-03,1.4198,1.45274,1.41396,1.4327,1.4327,1673860
2015-05-04,1.43461,1.4506,1.40541,1.40766,1.40766,1462600
2015-05-05,1.41488,1.42214,1.38988,1.40664,1.40664,1229630
2015-05-06,1.40633,1.4109,1.38607,1.3889,1.3889,1100820
2015-05-07,1.38973,1.48722,1.38305,1.45518,1.45518,1742090
2015-05-08,1.4549,1.49181,1.44182,1.48108,1.48108,1444320
2015-05-09,1.48048,1.49066,1.44166,1.44831,1.44831,1323730
2015-05-10,1.4483,1.45387,1.42273,1.43874,1.43874,993855
2015-05-11,1.43852,1.45286,1.43191,1.43733,1.43733,826032
2015-05-12,1.43881,1.45132,1.4276,1.44562,1.44562,723296
2015-05-13,1.44381,1.48309,1.44381,1.45142,1.45142,1913000
2015-05-14,1.45004,1.45799,1.43729,1.44777,1.44777,1078360
2015-05-15,1.44784,1.45626,1.44698,1.45429,1.45429,691297
2015-05-16,1.4547,1.45477,1.39956,1.44613,1.44613,757344
2015-05-17,1.44647,1.45895,1.44635,1.45414,1.45414,481714
2015-05-18,1.45364,1.46443,1.44165,1.44637,1.44637,630744
2015-05-19,1.44678,1.45608,1.44325,1.45319,1.45319,516737
2015-05-20,1.45352,1.462,1.4495,1.45919,1.45919,892369
2015-05-21,1.46075,1.48433,1.45597,1.47806,1.47806,1109240
2015-05-22,1.47949,1.87511,1.47922,1.8323,1.8323,5017600
2015-05-23,1.8313,1.90414,1.77192,1.78646,1.78646,2701800
2015-05-24,1.78738,1.8391,1.78723,1.83117,1.83117,1725070
2015-05-25,1.83341,1.84417,1.78762,1.80332,1.80332,1457180
2015-05-26,1.8027,1.81731,1.79254,1.81731,1.81731,1381530
2015-05-27,1.81612,1.87039,1.8107,1.84502,1.84502,1675280
2015-05-28,1.847,1.85597,1.82909,1.84075,1.84075,1301610
2015-05-29,1.8406,1.84415,1.81398,1.83135,1.83135,1762870
2015-05-30,1.83017,1.83819,1.80806,1.81312,1.81312,1327450
2015-05-31,1.81209,1.81374,1.62958,1.63708,1.63708,2071950
2015-06-01,1.63856,1.67766,1.59339,1.61601,1.61601,1998470
2015-06-02,1.61608,1.67572,1.60637,1.66997,1.66997,1370450
2015-06-03,1.6705,1.70264,1.66145,1.68718,1.68718,1162310
2015-06-04,1.68667,1.68909,1.66373,1.66835,1.66835,1065250
2015-06-05,1.66929,1.77234,1.6654,1.76057,1.76057,1474750
2015-06-06,1.76106,1.78495,1.75082,1.75981,1.75981,1184500
2015-06-07,1.7585,1.77311,1.71926,1.73053,1.73053,1160830
2015-06-08,1.73182,1.79946,1.72855,1.78646,1.78646,1710280
2015-06-09,1.78491,1.80303,1.78262,1.79582,1.79582,1480430
2015-06-10,1.79665,1.79686,1.74773,1.75924,1.75924,1212820
2015-06-11,1.75915,1.79968,1.75766,1.79216,1.79216,1048480
2015-06-12,1.7896,1.81068,1.78838,1.80219,1.80219,963104
2015-06-13,1.80274,1.86233,1.7972,1.86153,1.86153,1470540
2015-06-14,1.86078,2.07149,1.85398,2.00287,2.00287,3128440
2015-06-15,2.00235,2.02729,1.9932,2.01825,2.01825,1895750
2015-06-16,2.01804,2.87846,2.00867,2.87659,2.87659,10053700
2015-06-17,2.89642,3.19535,2.72191,2.88862,2.88862,13038800
2015-06-18,2.89033,3.12908,2.88293,3.09507,3.09507,7435550
2015-06-19,3.09533,3.11926,2.68658,2.8073,2.8073,7275770
2015-06-20,2.8102,3.09212,2.75109,3.03591,3.03591,5729100
2015-06-21,3.03519,3.0491,2.90466,3.02236,3.02236,3196090
2015-06-22,3.02145,3.04618,2.95914,3.02846,3.02846,3039690
2015-06-23,3.02777,3.02777,2.97063,2.97453,2.97453,2332310
2015-06-24,2.97423,2.97423,2.77863,2.77863,2.77863,3317430
2015-06-25,2.77278,2.89388,2.68781,2.85033,2.85033,4221940
2015-06-26,2.84674,2.90831,2.82234,2.86024,2.86024,2100370
2015-06-27,2.86143,3.11658,2.85597,3.10317,3.10317,4570240
2015-06-28,3.09358,3.30582,3.02262,3.30582,3.30582,2837150
2015-06-29,3.18773,3.82034,3.03305,3.7365,3.7365,12726600
2015-06-30,3.74412,4.34331,3.72664,4.08676,4.08676,15390500
2015-07-01,4.086,4.11425,3.8437,3.92427,3.92427,7113180
2015-07-02,3.92664,4.1622,3.92268,4.06537,4.06537,6288460
2015-07-03,4.06233,4.13092,4.06101,4.11531,4.11531,4281280
2015-07-04,4.11832,4.13928,4.05846,4.11353,4.11353,3939060
2015-07-05,4.1269,4.95272,4.03697,4.95272,4.95272,14069300
2015-07-06,4.947,5.69067,4.67224,5.41723,5.41723,22969200
2015-07-07,5.43707,5.48493,4.89927,5.23463,5.23463,13570800
2015-07-08,5.24678,6.38862,5.1394,6.36112,6.36112,23234900
2015-07-09,6.35645,7.83326,5.99581,7.53694,7.53694,42419800
2015-07-10,7.52701,8.72748,4.06863,4.50522,4.50522,62612600
2015-07-11,4.47577,4.78966,3.70533,4.37382,4.37382,19647300
2015-07-12,4.38751,5.38402,4.34778,5.28725,5.28725,19203600
2015-07-13,5.29992,5.29992,4.3199,4.6799,4.6799,14296100
2015-07-14,4.68284,4.88742,4.47981,4.64989,4.64989,5418730
2015-07-15,4.64896,4.72049,4.14464,4.21409,4.21409,7539760
2015-07-16,4.19748,4.26772,3.29972,3.68978,3.68978,17295300
2015-07-17,3.72079,3.93342,3.55029,3.78681,3.78681,9454510
2015-07-18,3.78299,4.22592,3.77685,4.00188,4.00188,8471440
2015-07-19,4.00438,4.07472,3.65895,3.76611,3.76611,4693260
2015-07-20,3.77032,3.93859,3.73374,3.93859,3.93859,4242190
2015-07-21,3.93053,4.00784,3.76621,3.76621,3.76621,4431730
2015-07-22,3.78298,3.8407,3.68424,3.82366,3.82366,2892200
2015-07-23,3.82554,3.85061,3.76051,3.78444,3.78444,2177740
2015-07-24,3.78946,4.72562,3.75973,4.60183,4.60183,14874300
2015-07-25,4.59776,4.88126,4.47234,4.63199,4.63199,10288900
2015-07-26,4.63255,4.752,4.43693,4.66232,4.66232,7946990
2015-07-27,4.68313,4.73974,4.58612,4.67137,4.67137,5164400
2015-07-28,4.67001,5.13669,4.65021,5.0584,5.0584,10629300
2015-07-29,5.04962,5.09908,4.72398,4.79768,4.79768,6609040
2015-07-30,4.79262,4.79262,4.50806,4.57803,4.57803,5420630
2015-07-31,4.5822,4.76697,4.50986,4.64104,4.64104,4640650
2015-08-01,4.63908,4.64418,4.0729,4.1532,4.1532,6284530
2015-08-02,4.08738,4.19908,3.85891,4.17491,4.17491,6950580
2015-08-03,4.16947,4.37425,4.03877,4.16219,4.16219,5494590
2015-08-04,4.18342,4.47226,4.18262,4.37793,4.37793,4323960
2015-08-05,4.37433,4.42543,4.30105,4.34922,4.34922,2565020
2015-08-06,4.349,4.36223,4.02367,4.06467,4.06467,3879570
2015-08-07,4.06334,4.22069,3.97027,4.20828,4.20828,4192810
2015-08-08,4.22099,4.22364,3.83542,3.85475,3.85475,4917730
2015-08-09,3.84339,3.98426,3.81139,3.89859,3.89859,3064680
2015-08-10,3.9008,3.98013,3.89761,3.94888,3.94888,2239890
2015-08-11,3.94874,4.15955,3.94295,4.15955,4.15955,3426300
2015-08-12,4.14334,4.15755,3.97444,3.98545,3.98545,3519900
2015-08-13,3.97227,3.97251,3.84041,3.88034,3.88034,2409030
2015-08-14,3.88069,4.06731,3.8648,4.02623,4.02623,3157170
2015-08-15,4.02249,4.04187,3.91511,3.92546,3.92546,2016290
2015-08-16,3.93203,3.98654,3.89236,3.95228,3.95228,3197720
2015-08-17,3.96332,4.03499,3.93534,3.98396,3.98396,2289060
2015-08-18,3.98368,3.99957,3.4377,3.46971,3.46971,3464380
2015-08-19,3.47965,3.61915,3.35854,3.47782,3.47782,5742670
2015-08-20,3.47081,3.62497,3.47081,3.60509,3.60509,2882900
2015-08-21,3.60023,3.64309,3.54829,3.56502,3.56502,1720630
2015-08-22,3.56256,3.59079,3.45897,3.51123,3.51123,1913720
2015-08-23,3.51328,3.54009,3.35316,3.39447,3.39447,2066020
2015-08-24,3.39258,3.39258,2.96611,2.99474,2.99474,7278630
2015-08-25,2.98477,3.05319,2.54379,2.9372,2.9372,11404300
2015-08-26,2.94969,3.03967,2.83658,2.94651,2.94651,4551630
2015-08-27,2.94614,2.9902,2.83645,2.86605,2.86605,1936130
2015-08-28,2.84239,2.96003,2.70522,2.90629,2.90629,4186540
2015-08-29,2.91616,2.9465,2.8243,2.87651,2.87651,1706060
2015-08-30,2.87156,2.9053,2.75934,2.8484,2.8484,1497480
2015-08-31,2.85323,2.86248,2.78997,2.84207,2.84207,1752920
2015-09-01,2.84742,2.87549,2.80563,2.82001,2.82001,1376040
2015-09-02,2.81981,2.82813,2.7573,2.79545,2.79545,2423010
2015-09-03,2.79669,2.80446,2.57997,2.63314,2.63314,2210590
2015-09-04,2.63814,2.72467,2.63334,2.70112,2.70112,1441530
2015-09-05,2.70205,2.94305,2.66153,2.91954,2.91954,2666820
2015-09-06,2.91782,3.11515,2.90331,3.04807,3.04807,4281360
2015-09-07,3.039,3.10386,2.98669,3.0459,3.0459,2254530
2015-09-08,3.04737,3.12862,3.014,3.04738,3.04738,2566300
2015-09-09,3.04828,3.05145,2.91041,2.92392,2.92392,2298470
2015-09-10,2.92465,2.97154,2.89288,2.94936,2.94936,1420320
2015-09-11,2.94878,2.98439,2.94012,2.95746,2.95746,1251460
2015-09-12,2.96257,2.97082,2.82292,2.82555,2.82555,1517440
2015-09-13,2.82479,2.85467,2.77492,2.81594,2.81594,1328080
2015-09-14,2.81492,2.86237,2.77806,2.84465,2.84465,1135730
2015-09-15,2.8442,2.93434,2.81679,2.82319,2.82319,918109
2015-09-16,2.82994,2.84561,2.77411,2.80298,2.80298,1192860
2015-09-17,2.80622,2.92958,2.79593,2.90637,2.90637,1626720
2015-09-18,2.91062,3.00732,2.89598,2.95696,2.95696,1572740
2015-09-19,2.95491,2.9611,2.85999,2.87358,2.87358,897801
2015-09-20,2.87507,2.87524,2.82986,2.84644,2.84644,989389
2015-09-21,2.85372,2.855,2.79523,2.79913,2.79913,1027230
2015-09-22,2.79847,2.87878,2.79587,2.84465,2.84465,1442340
2015-09-23,2.85505,2.89729,2.85186,2.86555,2.86555,901921
2015-09-24,2.87151,2.94836,2.87072,2.92998,2.92998,1328450
2015-09-25,2.93324,2.94878,2.88703,2.89286,2.89286,959962
2015-09-26,2.89472,2.90442,2.86845,2.88688,2.88688,531617
2015-09-27,2.88899,2.89741,2.86505,2.87116,2.87116,748001
2015-09-28,2.88133,3.07525,2.87811,3.0728,3.0728,2604270
2015-09-29,3.10265,3.172,2.96999,2.96999,2.96999,2896120
2015-09-30,2.96609,3.04918,2.96609,3.00978,3.00978,1371090
2015-10-01,3.0139,3.05272,2.95597,3.00192,3.00192,1644010
2015-10-02,2.99683,3.01522,2.97673,2.9932,2.9932,1132180
2015-10-03,2.99867,3.03714,2.99069,3.03008,3.03008,1051760
2015-10-04,3.03292,3.05736,2.99798,3.01436,3.01436,982441
2015-10-05,3.02106,3.03254,2.98571,3.01599,3.01599,1277060
2015-10-06,3.02012,3.1559,3.01068,3.14593,3.14593,1972700
2015-10-07,3.14897,3.1624,3.05587,3.05858,3.05858,1695270
2015-10-08,3.06134,3.07697,3.04768,3.06403,3.06403,1137940
2015-10-09,3.06913,3.11212,3.06446,3.10797,3.10797,978079
2015-10-10,3.11235,3.13598,3.08847,3.10599,3.10599,1000850
